runs,mode,agent_a,agent_b,test,dimension,500,1000,1500,2000,2500,3000,3500,4000,4500,5000
run_6,chaser_fixed,predator_1,predator_0,ccm_2,x,0.478,0.448,0.392,0.325,0.283,0.227,0.207,0.205,0.176,0.173
run_6,chaser_fixed,predator_1,predator_0,ccm_2,y,0.567,0.394,0.265,0.234,0.222,0.215,0.212,0.186,0.16,0.142
run_6,chaser_fixed,predator_1,predator_0,ccm_2,dx,0.22,0.092,0.072,0.061,0.046,0.025,0.004,0.015,0.002,0.009
run_6,chaser_fixed,predator_1,predator_0,ccm_2,dy,0.161,0.045,0.037,0.036,0.032,0.026,0.023,0.012,0.011,0.009
run_7,chaser_follower,predator_0,predator_1,ccm_1,PCA_1,0.292,0.262,0.238,0.269,0.245,0.242,0.238,0.237,0.234,0.226
run_7,chaser_follower,predator_0,predator_1,ccm_1,PCA_2,0.223,0.181,0.177,0.181,0.157,0.16,0.167,0.168,0.164,0.169
run_7,chaser_follower,predator_0,predator_1,ccm_1,PCA_3,0.802,0.712,0.72,0.694,0.7,0.704,0.706,0.671,0.643,0.625
run_7,chaser_follower,predator_0,predator_1,ccm_1,x,0.934,0.94,0.813,0.792,0.783,0.787,0.802,0.775,0.778,0.767
run_7,chaser_follower,predator_0,predator_1,ccm_1,y,0.758,0.704,0.672,0.679,0.637,0.56,0.638,0.667,0.645,0.653
run_7,chaser_follower,predator_0,predator_1,ccm_1,dx,0.355,0.265,0.223,0.222,0.217,0.239,0.194,0.192,0.218,0.156
run_7,chaser_follower,predator_0,predator_1,ccm_1,dy,0.355,0.283,0.258,0.193,0.2,0.167,0.144,0.169,0.124,0.154
run_7,chaser_follower,predator_0,predator_1,ccm_2,PCA_1,0.852,0.763,0.753,0.726,0.731,0.686,0.709,0.677,0.718,0.706
run_7,chaser_follower,predator_0,predator_1,ccm_2,PCA_2,0.722,0.743,0.775,0.784,0.776,0.786,0.811,0.794,0.778,0.78
run_7,chaser_follower,predator_0,predator_1,ccm_2,PCA_3,0.977,0.889,0.916,0.885,0.934,0.938,0.935,0.894,0.844,0.887
run_7,chaser_follower,predator_0,predator_1,ccm_2,x,0.965,0.972,0.784,0.772,0.769,0.766,0.788,0.757,0.756,0.742
run_7,chaser_follower,predator_0,predator_1,ccm_2,y,0.699,0.788,0.764,0.698,0.638,0.633,0.658,0.668,0.65,0.659
run_7,chaser_follower,predator_0,predator_1,ccm_2,dx,0.747,0.676,0.606,0.574,0.565,0.553,0.585,0.551,0.553,0.548
run_7,chaser_follower,predator_0,predator_1,ccm_2,dy,0.662,0.593,0.507,0.491,0.459,0.455,0.434,0.43,0.413,0.422
run_7,chaser_follower,predator_1,predator_0,ccm_1,PCA_1,0.636,0.509,0.518,0.473,0.462,0.413,0.421,0.395,0.37,0.356
run_7,chaser_follower,predator_1,predator_0,ccm_1,PCA_2,0.404,0.372,0.339,0.369,0.361,0.37,0.368,0.345,0.341,0.345
run_7,chaser_follower,predator_1,predator_0,ccm_1,PCA_3,0.849,0.696,0.692,0.677,0.711,0.711,0.716,0.652,0.631,0.607
run_7,chaser_follower,predator_1,predator_0,ccm_1,x,0.952,0.948,0.792,0.785,0.782,0.777,0.801,0.771,0.752,0.762
run_7,chaser_follower,predator_1,predator_0,ccm_1,y,0.759,0.685,0.692,0.665,0.603,0.614,0.616,0.65,0.632,0.641
run_7,chaser_follower,predator_1,predator_0,ccm_1,dx,0.832,0.734,0.737,0.698,0.7,0.721,0.716,0.704,0.679,0.688
run_7,chaser_follower,predator_1,predator_0,ccm_1,dy,0.686,0.643,0.603,0.58,0.535,0.546,0.563,0.557,0.511,0.543
run_7,chaser_follower,predator_1,predator_0,ccm_2,PCA_1,0.876,0.801,0.804,0.787,0.764,0.721,0.763,0.751,0.748,0.734
run_7,chaser_follower,predator_1,predator_0,ccm_2,PCA_2,0.757,0.75,0.762,0.795,0.791,0.793,0.792,0.769,0.766,0.781
run_7,chaser_follower,predator_1,predator_0,ccm_2,PCA_3,0.982,0.883,0.897,0.895,0.946,0.931,0.938,0.889,0.842,0.884
run_7,chaser_follower,predator_1,predator_0,ccm_2,x,0.975,0.96,0.77,0.756,0.746,0.741,0.765,0.738,0.733,0.727
run_7,chaser_follower,predator_1,predator_0,ccm_2,y,0.803,0.786,0.754,0.658,0.612,0.612,0.604,0.624,0.629,0.565
run_7,chaser_follower,predator_1,predator_0,ccm_2,dx,0.727,0.641,0.58,0.57,0.541,0.533,0.559,0.552,0.553,0.54
run_7,chaser_follower,predator_1,predator_0,ccm_2,dy,0.633,0.541,0.468,0.459,0.411,0.431,0.437,0.441,0.428,0.432
run_7,fixed_follower,predator_0,predator_1,ccm_1,PCA_1,0.28,0.314,0.263,0.28,0.287,0.262,0.282,0.263,0.262,0.268
run_7,fixed_follower,predator_0,predator_1,ccm_1,PCA_2,0.277,0.315,0.29,0.302,0.304,0.29,0.294,0.284,0.288,0.283
run_7,fixed_follower,predator_0,predator_1,ccm_1,PCA_3,0.497,0.449,0.498,0.512,0.484,0.428,0.426,0.393,0.383,0.378
run_7,fixed_follower,predator_0,predator_1,ccm_1,x,0.799,0.774,0.779,0.788,0.773,0.77,0.767,0.751,0.736,0.75
run_7,fixed_follower,predator_0,predator_1,ccm_1,y,0.673,0.692,0.658,0.474,0.531,0.54,0.499,0.524,0.618,0.336
run_7,fixed_follower,predator_0,predator_1,ccm_1,dx,0.256,0.254,0.138,0.099,0.048,0.11,0.055,0.119,0.087,0.085
run_7,fixed_follower,predator_0,predator_1,ccm_1,dy,0.147,0.086,0.059,0.011,0.036,0.081,0.031,0.063,0.057,0.02
run_7,fixed_follower,predator_0,predator_1,ccm_2,PCA_1,0.812,0.561,0.7,0.734,0.75,0.649,0.575,0.625,0.57,0.592
run_7,fixed_follower,predator_0,predator_1,ccm_2,PCA_2,0.814,0.843,0.855,0.835,0.831,0.829,0.816,0.84,0.807,0.814
run_7,fixed_follower,predator_0,predator_1,ccm_2,PCA_3,0.909,0.8,0.864,0.829,0.86,0.777,0.754,0.826,0.812,0.821
run_7,fixed_follower,predator_0,predator_1,ccm_2,x,0.916,0.929,0.93,0.916,0.904,0.875,0.859,0.882,0.878,0.88
run_7,fixed_follower,predator_0,predator_1,ccm_2,y,0.46,0.732,0.696,0.561,0.565,0.598,0.605,0.623,0.596,0.6
run_7,fixed_follower,predator_0,predator_1,ccm_2,dx,0.689,0.689,0.682,0.672,0.668,0.641,0.643,0.638,0.633,0.636
run_7,fixed_follower,predator_0,predator_1,ccm_2,dy,0.278,0.337,0.333,0.29,0.263,0.294,0.298,0.29,0.244,0.285
run_7,fixed_follower,predator_1,predator_0,ccm_1,PCA_1,0.81,0.69,0.683,0.685,0.638,0.546,0.577,0.558,0.539,0.536
run_7,fixed_follower,predator_1,predator_0,ccm_1,PCA_2,0.796,0.799,0.809,0.804,0.801,0.782,0.783,0.786,0.772,0.77
run_7,fixed_follower,predator_1,predator_0,ccm_1,PCA_3,0.506,0.485,0.485,0.551,0.519,0.493,0.497,0.481,0.489,0.492
run_7,fixed_follower,predator_1,predator_0,ccm_1,x,0.751,0.725,0.706,0.728,0.676,0.64,0.596,0.615,0.659,0.614
run_7,fixed_follower,predator_1,predator_0,ccm_1,y,0.654,0.545,0.574,0.45,0.565,0.337,0.5,0.286,0.31,0.441
run_7,fixed_follower,predator_1,predator_0,ccm_1,dx,0.88,0.856,0.873,0.86,0.83,0.845,0.829,0.835,0.829,0.831
run_7,fixed_follower,predator_1,predator_0,ccm_1,dy,0.28,0.381,0.248,0.365,0.153,0.167,0.137,0.323,0.132,0.321
run_7,fixed_follower,predator_1,predator_0,ccm_2,PCA_1,0.858,0.71,0.711,0.667,0.654,0.607,0.584,0.596,0.578,0.577
run_7,fixed_follower,predator_1,predator_0,ccm_2,PCA_2,0.84,0.843,0.852,0.848,0.842,0.809,0.807,0.825,0.788,0.785
run_7,fixed_follower,predator_1,predator_0,ccm_2,PCA_3,0.873,0.85,0.823,0.833,0.782,0.794,0.797,0.828,0.852,0.838
run_7,fixed_follower,predator_1,predator_0,ccm_2,x,0.762,0.771,0.728,0.718,0.69,0.642,0.6,0.615,0.651,0.615
run_7,fixed_follower,predator_1,predator_0,ccm_2,y,0.629,0.389,0.502,0.474,0.494,0.499,0.442,0.385,0.392,0.384
run_7,fixed_follower,predator_1,predator_0,ccm_2,dx,0.702,0.68,0.677,0.663,0.665,0.653,0.646,0.643,0.65,0.657
run_7,fixed_follower,predator_1,predator_0,ccm_2,dy,0.293,0.317,0.329,0.302,0.291,0.256,0.303,0.245,0.274,0.231
run_7,chaser_fixed,predator_0,predator_1,ccm_1,PCA_1,0.316,0.276,0.261,0.263,0.245,0.242,0.227,0.225,0.234,0.233
run_7,chaser_fixed,predator_0,predator_1,ccm_1,PCA_2,0.268,0.204,0.22,0.252,0.233,0.221,0.225,0.235,0.227,0.228
run_7,chaser_fixed,predator_0,predator_1,ccm_1,PCA_3,0.173,0.191,0.232,0.277,0.311,0.329,0.337,0.362,0.384,0.403
run_7,chaser_fixed,predator_0,predator_1,ccm_1,x,0.34,0.203,0.21,0.136,0.127,0.118,0.099,0.06,0.087,0.067
run_7,chaser_fixed,predator_0,predator_1,ccm_1,y,0.277,0.202,0.119,0.159,0.108,0.135,0.085,0.078,0.07,0.07
run_7,chaser_fixed,predator_0,predator_1,ccm_1,dx,0.245,0.101,0.069,0.077,0.044,0.082,0.04,0.051,0.048,0.027
run_7,chaser_fixed,predator_0,predator_1,ccm_1,dy,0.215,0.092,0.091,0.076,0.031,0.04,0.049,0.03,0.029,0.037
run_7,chaser_fixed,predator_0,predator_1,ccm_2,PCA_1,0.595,0.597,0.601,0.556,0.579,0.6,0.575,0.554,0.534,0.53
run_7,chaser_fixed,predator_0,predator_1,ccm_2,PCA_2,0.694,0.666,0.661,0.656,0.641,0.659,0.654,0.651,0.641,0.634
run_7,chaser_fixed,predator_0,predator_1,ccm_2,PCA_3,0.815,0.731,0.772,0.815,0.769,0.834,0.794,0.833,0.849,0.857
run_7,chaser_fixed,predator_0,predator_1,ccm_2,x,0.307,0.26,0.158,0.146,0.084,0.093,0.069,0.07,0.062,0.069
run_7,chaser_fixed,predator_0,predator_1,ccm_2,y,0.199,0.297,0.234,0.166,0.121,0.147,0.1,0.059,0.109,0.047
run_7,chaser_fixed,predator_0,predator_1,ccm_2,dx,0.213,0.083,0.019,-0.002,-0.009,-0.012,-0.012,-0.008,0.009,0.002
run_7,chaser_fixed,predator_0,predator_1,ccm_2,dy,0.061,0.095,0.064,0.048,0.043,0.043,0.032,0.036,0.019,0.018
run_7,chaser_fixed,predator_1,predator_0,ccm_1,PCA_1,0.213,0.234,0.24,0.196,0.193,0.192,0.17,0.17,0.182,0.184
run_7,chaser_fixed,predator_1,predator_0,ccm_1,PCA_2,0.171,0.159,0.135,0.151,0.168,0.169,0.157,0.157,0.148,0.159
run_7,chaser_fixed,predator_1,predator_0,ccm_1,PCA_3,0.072,0.066,0.153,0.175,0.169,0.134,0.124,0.176,0.156,0.162
run_7,chaser_fixed,predator_1,predator_0,ccm_1,x,0.423,0.357,0.267,0.202,0.172,0.188,0.175,0.188,0.156,0.185
run_7,chaser_fixed,predator_1,predator_0,ccm_1,y,0.369,0.278,0.259,0.233,0.278,0.208,0.119,0.099,0.123,0.128
run_7,chaser_fixed,predator_1,predator_0,ccm_1,dx,0.224,0.121,0.08,0.034,0.04,0.056,0.042,0.032,0.033,0.035
run_7,chaser_fixed,predator_1,predator_0,ccm_1,dy,0.198,0.092,0.117,0.047,0.036,0.045,0.051,0.041,0.025,0.022
run_7,chaser_fixed,predator_1,predator_0,ccm_2,PCA_1,0.674,0.623,0.671,0.674,0.697,0.688,0.692,0.698,0.702,0.702
run_7,chaser_fixed,predator_1,predator_0,ccm_2,PCA_2,0.707,0.69,0.691,0.687,0.715,0.705,0.714,0.716,0.714,0.711
run_7,chaser_fixed,predator_1,predator_0,ccm_2,PCA_3,0.823,0.817,0.852,0.82,0.828,0.828,0.803,0.836,0.849,0.824
run_7,chaser_fixed,predator_1,predator_0,ccm_2,x,0.502,0.48,0.397,0.275,0.262,0.215,0.227,0.182,0.235,0.181
run_7,chaser_fixed,predator_1,predator_0,ccm_2,y,0.604,0.431,0.356,0.326,0.271,0.282,0.221,0.196,0.205,0.187
run_7,chaser_fixed,predator_1,predator_0,ccm_2,dx,0.181,0.102,0.095,0.061,0.023,0.019,0.011,0.004,-0.0,-0.01
run_7,chaser_fixed,predator_1,predator_0,ccm_2,dy,0.278,0.089,0.077,0.036,0.026,0.027,0.032,0.029,0.016,0.019
run_8,chaser_follower,predator_0,predator_1,ccm_1,PCA_1,0.232,0.26,0.253,0.252,0.264,0.286,0.272,0.279,0.27,0.254
run_8,chaser_follower,predator_0,predator_1,ccm_1,PCA_2,0.291,0.206,0.248,0.245,0.237,0.24,0.231,0.223,0.227,0.221
run_8,chaser_follower,predator_0,predator_1,ccm_1,PCA_3,-0.012,0.269,0.429,0.401,0.514,0.554,0.513,0.531,0.494,0.502
run_8,chaser_follower,predator_0,predator_1,ccm_1,x,0.912,0.889,0.879,0.861,0.862,0.869,0.881,0.797,0.808,0.803
run_8,chaser_follower,predator_0,predator_1,ccm_1,y,0.815,0.758,0.787,0.777,0.821,0.822,0.834,0.766,0.813,0.808
run_8,chaser_follower,predator_0,predator_1,ccm_1,dx,0.421,0.376,0.371,0.273,0.283,0.319,0.331,0.262,0.264,0.303
run_8,chaser_follower,predator_0,predator_1,ccm_1,dy,0.309,0.344,0.31,0.224,0.238,0.226,0.194,0.18,0.174,0.154
run_8,chaser_follower,predator_0,predator_1,ccm_2,PCA_1,0.844,0.717,0.746,0.723,0.71,0.751,0.742,0.783,0.765,0.744
run_8,chaser_follower,predator_0,predator_1,ccm_2,PCA_2,0.854,0.751,0.816,0.799,0.778,0.817,0.796,0.771,0.785,0.792
run_8,chaser_follower,predator_0,predator_1,ccm_2,PCA_3,0.852,0.869,0.871,0.859,0.86,0.932,0.9,0.869,0.871,0.855
run_8,chaser_follower,predator_0,predator_1,ccm_2,x,0.949,0.917,0.897,0.854,0.865,0.869,0.886,0.782,0.799,0.815
run_8,chaser_follower,predator_0,predator_1,ccm_2,y,0.88,0.767,0.784,0.777,0.802,0.797,0.817,0.78,0.786,0.811
run_8,chaser_follower,predator_0,predator_1,ccm_2,dx,0.699,0.633,0.625,0.62,0.599,0.601,0.615,0.6,0.585,0.591
run_8,chaser_follower,predator_0,predator_1,ccm_2,dy,0.648,0.483,0.473,0.455,0.453,0.43,0.532,0.456,0.489,0.463
run_8,chaser_follower,predator_1,predator_0,ccm_1,PCA_1,0.529,0.533,0.532,0.507,0.469,0.463,0.45,0.467,0.464,0.458
run_8,chaser_follower,predator_1,predator_0,ccm_1,PCA_2,0.756,0.489,0.51,0.487,0.5,0.556,0.486,0.475,0.46,0.443
run_8,chaser_follower,predator_1,predator_0,ccm_1,PCA_3,-0.065,0.303,0.33,0.331,0.482,0.549,0.52,0.533,0.483,0.455
run_8,chaser_follower,predator_1,predator_0,ccm_1,x,0.923,0.878,0.875,0.846,0.84,0.832,0.877,0.781,0.793,0.808
run_8,chaser_follower,predator_1,predator_0,ccm_1,y,0.807,0.744,0.782,0.774,0.813,0.81,0.822,0.804,0.807,0.797
run_8,chaser_follower,predator_1,predator_0,ccm_1,dx,0.769,0.727,0.736,0.715,0.751,0.753,0.749,0.742,0.759,0.739
run_8,chaser_follower,predator_1,predator_0,ccm_1,dy,0.735,0.666,0.676,0.643,0.623,0.638,0.638,0.629,0.633,0.626
run_8,chaser_follower,predator_1,predator_0,ccm_2,PCA_1,0.786,0.814,0.807,0.76,0.782,0.755,0.751,0.791,0.783,0.761
run_8,chaser_follower,predator_1,predator_0,ccm_2,PCA_2,0.842,0.778,0.811,0.81,0.791,0.81,0.77,0.754,0.781,0.78
run_8,chaser_follower,predator_1,predator_0,ccm_2,PCA_3,0.781,0.886,0.822,0.878,0.901,0.948,0.886,0.876,0.878,0.851
run_8,chaser_follower,predator_1,predator_0,ccm_2,x,0.931,0.899,0.869,0.816,0.837,0.832,0.865,0.763,0.781,0.785
run_8,chaser_follower,predator_1,predator_0,ccm_2,y,0.844,0.775,0.804,0.79,0.816,0.797,0.807,0.765,0.773,0.787
run_8,chaser_follower,predator_1,predator_0,ccm_2,dx,0.645,0.599,0.57,0.564,0.577,0.633,0.591,0.612,0.601,0.58
run_8,chaser_follower,predator_1,predator_0,ccm_2,dy,0.64,0.565,0.551,0.491,0.509,0.496,0.508,0.479,0.469,0.49
run_8,fixed_follower,predator_0,predator_1,ccm_1,PCA_1,0.178,0.211,0.257,0.271,0.276,0.27,0.269,0.292,0.286,0.273
run_8,fixed_follower,predator_0,predator_1,ccm_1,PCA_2,0.226,0.263,0.29,0.28,0.282,0.283,0.28,0.286,0.289,0.299
run_8,fixed_follower,predator_0,predator_1,ccm_1,PCA_3,0.516,0.505,0.472,0.476,0.419,0.379,0.385,0.388,0.378,0.377
run_8,fixed_follower,predator_0,predator_1,ccm_1,x,0.808,0.803,0.78,0.767,0.773,0.778,0.768,0.77,0.761,0.752
run_8,fixed_follower,predator_0,predator_1,ccm_1,y,0.407,0.531,0.436,0.488,0.376,0.455,0.439,0.492,0.521,0.465
run_8,fixed_follower,predator_0,predator_1,ccm_1,dx,0.276,0.201,0.14,0.108,0.147,0.14,0.154,0.139,0.091,0.075
run_8,fixed_follower,predator_0,predator_1,ccm_1,dy,0.136,0.103,0.096,0.105,0.08,0.067,0.061,0.045,0.057,0.053
run_8,fixed_follower,predator_0,predator_1,ccm_2,PCA_1,0.837,0.628,0.818,0.667,0.775,0.639,0.716,0.718,0.653,0.672
run_8,fixed_follower,predator_0,predator_1,ccm_2,PCA_2,0.626,0.709,0.844,0.835,0.864,0.839,0.836,0.847,0.839,0.837
run_8,fixed_follower,predator_0,predator_1,ccm_2,PCA_3,0.921,0.853,0.885,0.854,0.785,0.83,0.815,0.851,0.819,0.824
run_8,fixed_follower,predator_0,predator_1,ccm_2,x,0.877,0.923,0.883,0.902,0.902,0.886,0.892,0.892,0.876,0.859
run_8,fixed_follower,predator_0,predator_1,ccm_2,y,0.452,0.538,0.363,0.482,0.402,0.484,0.501,0.465,0.522,0.423
run_8,fixed_follower,predator_0,predator_1,ccm_2,dx,0.696,0.69,0.671,0.672,0.675,0.666,0.65,0.644,0.634,0.621
run_8,fixed_follower,predator_0,predator_1,ccm_2,dy,0.256,0.192,0.169,0.219,0.254,0.242,0.189,0.2,0.169,0.159
run_8,fixed_follower,predator_1,predator_0,ccm_1,PCA_1,0.654,0.717,0.642,0.638,0.667,0.62,0.626,0.609,0.588,0.578
run_8,fixed_follower,predator_1,predator_0,ccm_1,PCA_2,0.708,0.826,0.817,0.804,0.823,0.823,0.813,0.812,0.805,0.802
run_8,fixed_follower,predator_1,predator_0,ccm_1,PCA_3,0.36,0.475,0.471,0.442,0.432,0.425,0.447,0.444,0.423,0.424
run_8,fixed_follower,predator_1,predator_0,ccm_1,x,0.764,0.797,0.736,0.697,0.723,0.697,0.682,0.661,0.634,0.633
run_8,fixed_follower,predator_1,predator_0,ccm_1,y,0.345,0.416,0.325,0.157,0.218,0.322,0.156,0.097,0.056,0.161
run_8,fixed_follower,predator_1,predator_0,ccm_1,dx,0.81,0.867,0.849,0.826,0.845,0.824,0.824,0.819,0.797,0.79
run_8,fixed_follower,predator_1,predator_0,ccm_1,dy,0.204,0.317,0.396,0.4,0.376,0.262,0.299,0.289,0.281,0.207
run_8,fixed_follower,predator_1,predator_0,ccm_2,PCA_1,0.726,0.787,0.635,0.715,0.73,0.608,0.629,0.63,0.636,0.6
run_8,fixed_follower,predator_1,predator_0,ccm_2,PCA_2,0.553,0.855,0.823,0.838,0.858,0.847,0.832,0.825,0.809,0.802
run_8,fixed_follower,predator_1,predator_0,ccm_2,PCA_3,0.894,0.799,0.827,0.844,0.831,0.839,0.835,0.792,0.792,0.842
run_8,fixed_follower,predator_1,predator_0,ccm_2,x,0.744,0.756,0.693,0.702,0.744,0.708,0.681,0.649,0.623,0.613
run_8,fixed_follower,predator_1,predator_0,ccm_2,y,0.222,-0.12,0.111,0.062,0.096,0.138,0.145,0.035,0.027,-0.017
run_8,fixed_follower,predator_1,predator_0,ccm_2,dx,0.678,0.717,0.679,0.67,0.672,0.65,0.637,0.623,0.618,0.614
run_8,fixed_follower,predator_1,predator_0,ccm_2,dy,0.239,0.253,0.273,0.319,0.294,0.305,0.309,0.209,0.199,0.129
run_8,chaser_fixed,predator_0,predator_1,ccm_1,PCA_1,0.238,0.278,0.282,0.291,0.257,0.263,0.285,0.261,0.261,0.267
run_8,chaser_fixed,predator_0,predator_1,ccm_1,PCA_2,0.363,0.32,0.308,0.283,0.278,0.27,0.28,0.283,0.271,0.272
run_8,chaser_fixed,predator_0,predator_1,ccm_1,PCA_3,0.425,0.275,0.284,0.265,0.302,0.282,0.256,0.234,0.232,0.238
run_8,chaser_fixed,predator_0,predator_1,ccm_1,x,0.345,0.26,0.229,0.181,0.13,0.095,0.077,0.068,0.06,0.047
run_8,chaser_fixed,predator_0,predator_1,ccm_1,y,0.254,0.23,0.188,0.195,0.105,0.122,0.116,0.089,0.114,0.101
run_8,chaser_fixed,predator_0,predator_1,ccm_1,dx,0.291,0.166,0.12,0.121,0.093,0.084,0.051,0.044,0.014,0.032
run_8,chaser_fixed,predator_0,predator_1,ccm_1,dy,0.133,0.143,0.061,0.063,0.076,0.028,0.015,0.002,0.029,0.039
run_8,chaser_fixed,predator_0,predator_1,ccm_2,PCA_1,0.61,0.63,0.615,0.652,0.612,0.599,0.597,0.616,0.62,0.624
run_8,chaser_fixed,predator_0,predator_1,ccm_2,PCA_2,0.662,0.633,0.666,0.643,0.645,0.644,0.644,0.657,0.663,0.656
run_8,chaser_fixed,predator_0,predator_1,ccm_2,PCA_3,0.846,0.738,0.819,0.851,0.832,0.827,0.753,0.772,0.794,0.79
run_8,chaser_fixed,predator_0,predator_1,ccm_2,x,0.35,0.208,0.211,0.176,0.145,0.106,0.116,0.072,0.081,0.068
run_8,chaser_fixed,predator_0,predator_1,ccm_2,y,0.105,0.227,0.151,0.141,0.093,0.108,0.096,0.082,0.054,0.051
run_8,chaser_fixed,predator_0,predator_1,ccm_2,dx,0.251,0.152,0.087,0.067,0.031,0.025,0.009,0.013,0.005,0.005
run_8,chaser_fixed,predator_0,predator_1,ccm_2,dy,0.184,0.096,-0.005,-0.006,-0.014,0.009,0.036,0.007,0.016,0.009
run_8,chaser_fixed,predator_1,predator_0,ccm_1,PCA_1,0.201,0.169,0.163,0.158,0.162,0.136,0.137,0.142,0.142,0.142
run_8,chaser_fixed,predator_1,predator_0,ccm_1,PCA_2,0.136,0.156,0.149,0.14,0.158,0.159,0.177,0.17,0.162,0.16
run_8,chaser_fixed,predator_1,predator_0,ccm_1,PCA_3,0.461,0.145,0.139,0.099,0.074,0.087,0.11,0.134,0.117,0.1
run_8,chaser_fixed,predator_1,predator_0,ccm_1,x,0.384,0.242,0.264,0.287,0.225,0.237,0.227,0.207,0.152,0.13
run_8,chaser_fixed,predator_1,predator_0,ccm_1,y,0.428,0.404,0.35,0.264,0.218,0.207,0.196,0.166,0.16,0.151
run_8,chaser_fixed,predator_1,predator_0,ccm_1,dx,0.268,0.161,0.091,0.067,0.061,0.039,0.035,0.018,0.043,0.023
run_8,chaser_fixed,predator_1,predator_0,ccm_1,dy,0.294,0.112,0.092,0.097,0.057,0.066,0.046,0.048,0.017,0.039
run_8,chaser_fixed,predator_1,predator_0,ccm_2,PCA_1,0.723,0.669,0.656,0.673,0.702,0.707,0.705,0.711,0.704,0.699
run_8,chaser_fixed,predator_1,predator_0,ccm_2,PCA_2,0.72,0.723,0.734,0.72,0.717,0.723,0.724,0.72,0.72,0.716
run_8,chaser_fixed,predator_1,predator_0,ccm_2,PCA_3,0.874,0.803,0.819,0.759,0.8,0.847,0.818,0.823,0.811,0.796
run_8,chaser_fixed,predator_1,predator_0,ccm_2,x,0.47,0.352,0.302,0.32,0.258,0.269,0.241,0.237,0.225,0.188
run_8,chaser_fixed,predator_1,predator_0,ccm_2,y,0.584,0.537,0.41,0.393,0.3,0.258,0.249,0.228,0.236,0.203
run_8,chaser_fixed,predator_1,predator_0,ccm_2,dx,0.251,0.141,0.063,0.03,0.023,0.013,0.012,0.01,0.008,-0.002
run_8,chaser_fixed,predator_1,predator_0,ccm_2,dy,0.214,0.09,0.066,0.046,0.028,0.027,0.011,0.022,0.018,0.017
run_9,chaser_follower,predator_0,predator_1,ccm_1,PCA_1,0.267,0.261,0.25,0.253,0.242,0.258,0.253,0.248,0.255,0.251
run_9,chaser_follower,predator_0,predator_1,ccm_1,PCA_2,0.116,0.114,0.137,0.162,0.198,0.177,0.195,0.178,0.186,0.187
run_9,chaser_follower,predator_0,predator_1,ccm_1,PCA_3,0.783,0.677,0.662,0.633,0.522,0.533,0.555,0.537,0.513,0.534
run_9,chaser_follower,predator_0,predator_1,ccm_1,x,0.941,0.911,0.868,0.859,0.873,0.826,0.823,0.785,0.801,0.8
run_9,chaser_follower,predator_0,predator_1,ccm_1,y,0.899,0.835,0.814,0.636,0.61,0.663,0.66,0.641,0.669,0.661
run_9,chaser_follower,predator_0,predator_1,ccm_1,dx,0.381,0.302,0.307,0.202,0.237,0.214,0.233,0.133,0.22,0.24
run_9,chaser_follower,predator_0,predator_1,ccm_1,dy,0.368,0.299,0.25,0.225,0.172,0.202,0.148,0.174,0.071,0.172
run_9,chaser_follower,predator_0,predator_1,ccm_2,PCA_1,0.818,0.757,0.768,0.734,0.762,0.801,0.791,0.771,0.761,0.738
run_9,chaser_follower,predator_0,predator_1,ccm_2,PCA_2,0.634,0.778,0.771,0.789,0.797,0.777,0.746,0.784,0.792,0.801
run_9,chaser_follower,predator_0,predator_1,ccm_2,PCA_3,0.902,0.918,0.92,0.9,0.859,0.874,0.919,0.865,0.887,0.916
run_9,chaser_follower,predator_0,predator_1,ccm_2,x,0.952,0.925,0.876,0.861,0.878,0.829,0.826,0.771,0.785,0.791
run_9,chaser_follower,predator_0,predator_1,ccm_2,y,0.908,0.825,0.813,0.685,0.698,0.639,0.65,0.644,0.651,0.661
run_9,chaser_follower,predator_0,predator_1,ccm_2,dx,0.726,0.657,0.645,0.579,0.587,0.571,0.564,0.542,0.547,0.564
run_9,chaser_follower,predator_0,predator_1,ccm_2,dy,0.672,0.579,0.546,0.497,0.481,0.461,0.453,0.45,0.454,0.479
run_9,chaser_follower,predator_1,predator_0,ccm_1,PCA_1,0.517,0.471,0.416,0.36,0.399,0.393,0.395,0.383,0.397,0.413
run_9,chaser_follower,predator_1,predator_0,ccm_1,PCA_2,0.335,0.298,0.316,0.329,0.332,0.312,0.322,0.299,0.33,0.372
run_9,chaser_follower,predator_1,predator_0,ccm_1,PCA_3,0.747,0.729,0.672,0.628,0.524,0.547,0.564,0.53,0.495,0.532
run_9,chaser_follower,predator_1,predator_0,ccm_1,x,0.932,0.905,0.863,0.857,0.873,0.814,0.824,0.777,0.785,0.792
run_9,chaser_follower,predator_1,predator_0,ccm_1,y,0.911,0.839,0.813,0.698,0.709,0.643,0.614,0.628,0.653,0.666
run_9,chaser_follower,predator_1,predator_0,ccm_1,dx,0.802,0.782,0.766,0.71,0.715,0.702,0.692,0.687,0.616,0.684
run_9,chaser_follower,predator_1,predator_0,ccm_1,dy,0.775,0.68,0.629,0.603,0.57,0.534,0.541,0.549,0.53,0.563
run_9,chaser_follower,predator_1,predator_0,ccm_2,PCA_1,0.828,0.734,0.706,0.732,0.735,0.734,0.756,0.754,0.747,0.758
run_9,chaser_follower,predator_1,predator_0,ccm_2,PCA_2,0.784,0.747,0.785,0.766,0.776,0.777,0.755,0.765,0.76,0.784
