"episodes_total","training.model.use_lstm: true - _step","training.model.use_lstm: true - _step__MIN","training.model.use_lstm: true - _step__MAX","training.model.use_lstm: true - episode_len_mean","training.model.use_lstm: true - episode_len_mean__MIN","training.model.use_lstm: true - episode_len_mean__MAX"
"10716","92","92","92","59.98","59.98","59.98"
"10721","90","90","90","57.4","57.4","57.4"
"10723","89","89","89","60.65","60.65","60.65"
"10752","91","91","91","55.49","55.49","55.49"
"10754","99","99","99","71.62","71.62","71.62"
"10755","96","96","96","56.97","56.97","56.97"
"10760","91","91","91","86.61","86.61","86.61"
"10762","92","92","92","78.6","78.6","78.6"
"10784","92","92","92","59.39","59.39","59.39"
"10789","98","98","98","75.21","75.21","75.21"
"10796","92","92","92","75.29","75.29","75.29"
"10797","92","92","92","64.63","64.63","64.63"
"10800","94","94","94","60","60","60"
"10811","92","92","92","63.06","63.06","63.06"
"10828","99","99","99","62.99","62.99","62.99"
"10842","91","91","91","56.14","56.14","56.14"
"10850","93","93","93","59.99","59.99","59.99"
"10859","91","91","91","56.4","56.4","56.4"
"10861","100","100","100","82.43","82.43","82.43"
"10862","90","90","90","59.91","59.91","59.91"
"10864","92","92","92","84.53","84.53","84.53"
"10884","93","93","93","65.88","65.88","65.88"
"10885","92","92","92","56.36","56.36","56.36"
"10888","97","97","97","62.04","62.04","62.04"
"10901","99","99","99","73.96","73.96","73.96"
"10912","93","93","93","66.64","66.64","66.64"
"10915","93","93","93","69.7","69.7","69.7"
"10930","93","93","93","61.01","61.01","61.01"
"10937","93","93","93","59.05","59.05","59.05"
"10938","95","95","95","58.61","58.61","58.61"
"10950","100","100","100","68.63","68.63","68.63"
"10968","101","101","101","81.62","81.62","81.62"
"10973","93","93","93","75.96","75.96","75.96"
"10981","94","94","94","65.07","65.07","65.07"
"10983","92","92","92","58.63","58.63","58.63"
"11002","92","92","92","51.7","51.7","51.7"
"11004","91","91","91","58.6","58.6","58.6"
"11006","94","94","94","66.17","66.17","66.17"
"11009","100","100","100","83.33","83.33","83.33"
"11015","98","98","98","61.64","61.64","61.64"
"11021","93","93","93","63.03","63.03","63.03"
"11030","94","94","94","73.32","73.32","73.32"
"11037","94","94","94","64.55","64.55","64.55"
"11066","94","94","94","59.41","59.41","59.41"
"11070","96","96","96","58.4","58.4","58.4"
"11072","101","101","101","68.22","68.22","68.22"
"11077","94","94","94","54.86","54.86","54.86"
"11085","102","102","102","74.55","74.55","74.55"
"11093","94","94","94","70.33","70.33","70.33"
"11097","95","95","95","67.76","67.76","67.76"
"11118","101","101","101","80.63","80.63","80.63"
"11129","93","93","93","54.62","54.62","54.62"
"11135","92","92","92","62.32","62.32","62.32"
"11141","93","93","93","57.6","57.6","57.6"
"11143","99","99","99","64.24","64.24","64.24"
"11144","94","94","94","68.45","68.45","68.45"
"11145","95","95","95","60.87","60.87","60.87"
"11146","95","95","95","72.54","72.54","72.54"
"11168","95","95","95","58.01","58.01","58.01"
"11181","102","102","102","84.21","84.21","84.21"
"11200","103","103","103","75.5","75.5","75.5"
"11212","95","95","95","51.39","51.39","51.39"
"11213","95","95","95","57.6","57.6","57.6"
"11214","95","95","95","68.27","68.27","68.27"
"11215","96.5","96","97","61.44499999999999","52.68","70.21"
"11222","102","102","102","83.99","83.99","83.99"
"11263","96","96","96","70.2","70.2","70.2"
"11267","93","93","93","62.51","62.51","62.51"
"11268","94","94","94","57.98","57.98","57.98"
"11270","100","100","100","64.42","64.42","64.42"
"11276","95","95","95","59.86","59.86","59.86"
"11279","94","94","94","59.56","59.56","59.56"
"11285","96","96","96","55.58","55.58","55.58"
"11294","103","103","103","70.98","70.98","70.98"
"11308","96","96","96","56.49","56.49","56.49"
"11317","104","104","104","71.21","71.21","71.21"
"11329","97","97","97","72.72","72.72","72.72"
"11333","103","103","103","80.99","80.99","80.99"
"11339","96","96","96","66.8","66.8","66.8"
"11348","96","96","96","60.3","60.3","60.3"
"11354","98","98","98","58.63","58.63","58.63"
"11361","96","96","96","52.11","52.11","52.11"
"11386","99","97","101","71.14500000000001","70.7","71.59"
"11396","95","95","95","65.29","65.29","65.29"
"11398","94","94","94","61.65","61.65","61.65"
"11408","97","97","97","61.73","61.73","61.73"
"11418","96","96","96","57.28","57.28","57.28"
"11423","95","95","95","55.59","55.59","55.59"
"11431","104","104","104","58.38","58.38","58.38"
"11436","105","105","105","69.61","69.61","69.61"
"11440","104","104","104","82.57","82.57","82.57"
"11445","97","97","97","58.6","58.6","58.6"
"11452","98","98","98","67.62","67.62","67.62"
"11474","97","97","97","57.84","57.84","57.84"
"11479","97","97","97","61.25","61.25","61.25"
"11494","99","99","99","58.05","58.05","58.05"
"11503","97","97","97","57.31","57.31","57.31"
"11507","98","98","98","66.67","66.67","66.67"
"11521","102","102","102","60.99","60.99","60.99"
"11522","95","95","95","65.9","65.9","65.9"
"11538","96","96","96","58.33","58.33","58.33"
"11544","98","98","98","62.96","62.96","62.96"
"11546","105","105","105","73.68","73.68","73.68"
"11558","101","97","105","62.105000000000004","56.26","67.95"
"11564","106","106","106","64.09","64.09","64.09"
"11568","96","96","96","56.39","56.39","56.39"
"11572","98.5","98","99","66.705","63.33","70.08"
"11610","98","98","98","58.69","58.69","58.69"
"11617","98","98","98","59.25","59.25","59.25"
"11632","99","99","99","64.08","64.08","64.08"
"11639","100","100","100","55.29","55.29","55.29"
"11640","98","98","98","56.22","56.22","56.22"
"11655","99.5","96","103","63.65","61","66.3"
"11668","106","106","106","66.52","66.52","66.52"
"11676","101.5","97","106","65.155","55.21","75.1"
"11685","99","99","99","58.93","58.93","58.93"
"11692","98","98","98","60.21","60.21","60.21"
"11700","100","100","100","64.34","64.34","64.34"
"11701","103","99","107","60.32","56.88","63.76"
"11707","97","97","97","54.68","54.68","54.68"
"11755","99","99","99","53.63","53.63","53.63"
"11764","99.5","99","100","57.730000000000004","54.84","60.62"
"11769","97","97","97","71.63","71.63","71.63"
"11780","99","99","99","57.92","57.92","57.92"
"11783","107","107","107","81.11","81.11","81.11"
"11788","107","107","107","66.03","66.03","66.03"
"11792","101","101","101","52.35","52.35","52.35"
"11794","104","104","104","59.15","59.15","59.15"
"11816","98","98","98","52.97","52.97","52.97"
"11822","100","100","100","67.09","67.09","67.09"
"11823","100","100","100","56.7","56.7","56.7"
"11827","99","99","99","56.7","56.7","56.7"
"11832","101","101","101","62.65","62.65","62.65"
"11840","108","108","108","55.87","55.87","55.87"
"11850","98","98","98","61.07","61.07","61.07"
"11890","98","98","98","68.73","68.73","68.73"
"11892","100","100","100","59.91","59.91","59.91"
"11893","101","101","101","64.61","64.61","64.61"
"11896","108","108","108","72.92","72.92","72.92"
"11914","100","100","100","52.81","52.81","52.81"
"11915","108","108","108","65.61","65.61","65.61"
"11921","100","100","100","56.25","56.25","56.25"
"11927","105","105","105","59.77","59.77","59.77"
"11944","102","102","102","52.44","52.44","52.44"
"11949","101","101","101","63.69","63.69","63.69"
"11960","101","101","101","58.19","58.19","58.19"
"11963","99","99","99","54.58","54.58","54.58"
"11966","100","100","100","57.74","57.74","57.74"
"11968","102","102","102","57.5","57.5","57.5"
"11969","109","109","109","65.31","65.31","65.31"
"11985","99","99","99","59.1","59.1","59.1"
"12014","100.5","99","102","65.805","64.88","66.73"
"12022","101","101","101","65.05","65.05","65.05"
"12027","109","109","109","61.14","61.14","61.14"
"12040","109","109","109","65.73","65.73","65.73"
"12051","101","101","101","57.92","57.92","57.92"
"12053","101","101","101","56.86","56.86","56.86"
"12074","106","106","106","53.02","53.02","53.02"
"12080","102","102","102","64.68","64.68","64.68"
"12093","110","110","110","68.83","68.83","68.83"
"12098","103","103","103","49.74","49.74","49.74"
"12101","102","102","102","53.5","53.5","53.5"
"12102","101","101","101","59.41","59.41","59.41"
"12108","100","100","100","56.56","56.56","56.56"
"12110","103","103","103","60.34","60.34","60.34"
"12112","100","100","100","62.86","62.86","62.86"
"12144","100","100","100","64.36","64.36","64.36"
"12145","103","103","103","64.7","64.7","64.7"
"12156","110","110","110","62.48","62.48","62.48"
"12162","102","102","102","59.23","59.23","59.23"
"12164","110","110","110","63.78","63.78","63.78"
"12188","102","102","102","64.44","64.44","64.44"
"12192","102","102","102","56.78","56.78","56.78"
"12206","111","111","111","72.41","72.41","72.41"
"12209","103","103","103","61.99","61.99","61.99"
"12220","107","107","107","55.64","55.64","55.64"
"12234","102","102","102","58.26","58.26","58.26"
"12238","102","101","103","64.605","59.9","69.31"
"12242","104","104","104","56.21","56.21","56.21"
"12246","101","101","101","58.04","58.04","58.04"
"12251","104","104","104","58.35","58.35","58.35"
"12272","102.5","101","104","61.445","59.32","63.57"
"12278","111","111","111","67.61","67.61","67.61"
"12282","111","111","111","69.65","69.65","69.65"
"12294","103","103","103","59.55","59.55","59.55"
"12314","112","112","112","79.37","79.37","79.37"
"12316","103","103","103","66.73","66.73","66.73"
"12331","103","103","103","57.54","57.54","57.54"
"12347","104","104","104","61.15","61.15","61.15"
"12363","108","108","108","56.54","56.54","56.54"
"12366","103","103","103","59.62","59.62","59.62"
"12371","102","102","102","61.82","61.82","61.82"
"12374","104","104","104","58.47","58.47","58.47"
"12389","105","105","105","57.09","57.09","57.09"
"12390","105","105","105","52.35","52.35","52.35"
"12393","102","102","102","54.22","54.22","54.22"
"12396","112","112","112","73.04","73.04","73.04"
"12399","102","102","102","63.85","63.85","63.85"
"12403","112","112","112","68.96","68.96","68.96"
"12406","105","105","105","60.53","60.53","60.53"
"12419","104","104","104","65.14","65.14","65.14"
"12420","113","113","113","89.22","89.22","89.22"
"12441","104","104","104","64.53","64.53","64.53"
"12486","105","105","105","57.4","57.4","57.4"
"12487","104","104","104","51.41","51.41","51.41"
"12493","103","103","103","66.81","66.81","66.81"
"12504","105","105","105","61.94","61.94","61.94"
"12506","109","109","109","54.24","54.24","54.24"
"12515","113","113","113","70.9","70.9","70.9"
"12518","104","104","104","53.37","53.37","53.37"
"12521","106","106","106","63.6","63.6","63.6"
"12523","108.5","103","114","76.555","62.44","90.67"
"12534","103","103","103","59.18","59.18","59.18"
"12535","113","113","113","62.59","62.59","62.59"
"12538","106","106","106","50.05","50.05","50.05"
"12543","106","106","106","60.25","60.25","60.25"
"12559","105","105","105","56.59","56.59","56.59"
"12575","105","105","105","56.77","56.77","56.77"
"12617","104","104","104","66.78","66.78","66.78"
"12623","106","106","106","58.2","58.2","58.2"
"12629","105","105","105","56.82","56.82","56.82"
"12639","114.5","114","115","72.285","70.13","74.44"
"12640","106","106","106","62.08","62.08","62.08"
"12647","110","110","110","55.12","55.12","55.12"
"12654","104.5","104","105","61.235","60.94","61.53"
"12661","114","114","114","62.14","62.14","62.14"
"12665","107","107","107","53.72","53.72","53.72"
"12672","104","104","104","58.41","58.41","58.41"
"12679","107","107","107","60.7","60.7","60.7"
"12690","107","107","107","53.72","53.72","53.72"
"12699","106","106","106","59.2","59.2","59.2"
"12712","106","106","106","57.66","57.66","57.66"
"12721","105","105","105","83.42","83.42","83.42"
"12743","107","107","107","69.46","69.46","69.46"
"12748","115","115","115","75.59","75.59","75.59"
"12749","116","116","116","78.7","78.7","78.7"
"12771","107","107","107","62.99","62.99","62.99"
"12772","106","106","106","54.3","54.3","54.3"
"12783","111","111","111","60.13","60.13","60.13"
"12787","115","115","115","66.27","66.27","66.27"
"12789","105","105","105","57.81","57.81","57.81"
"12799","106","106","106","51.79","51.79","51.79"
"12810","105","105","105","55.93","55.93","55.93"
"12812","108","108","108","52.22","52.22","52.22"
"12815","108","108","108","63.34","63.34","63.34"
"12830","107","107","107","61.95","61.95","61.95"
"12835","108","108","108","50.57","50.57","50.57"
"12837","106","106","106","72.42","72.42","72.42"
"12855","107","107","107","58.12","58.12","58.12"
"12862","108","108","108","71.52","71.52","71.52"
"12863","117","117","117","73.98","73.98","73.98"
"12869","116","116","116","73.34","73.34","73.34"
"12904","108","108","108","58.91","58.91","58.91"
"12911","112","112","112","58.04","58.04","58.04"
"12915","116","116","116","64.96","64.96","64.96"
"12916","107","107","107","53.82","53.82","53.82"
"12923","106","106","106","59.31","59.31","59.31"
"12940","106","106","106","60.18","60.18","60.18"
"12944","107","107","107","52.29","52.29","52.29"
"12952","109","109","109","56.67","56.67","56.67"
"12957","107","107","107","64.07","64.07","64.07"
"12964","109","109","109","51.14","51.14","51.14"
"12976","112.5","108","117","69.275","55.9","82.65"
"12982","109","109","109","50.62","50.62","50.62"
"12985","109","109","109","70.38","70.38","70.38"
"12988","118","118","118","61.33","61.33","61.33"
"12993","108","108","108","59.39","59.39","59.39"
"13030","117","117","117","71.37","71.37","71.37"
"13049","109","109","109","52.47","52.47","52.47"
"13054","113","113","113","54.8","54.8","54.8"
"13059","107","107","107","58.37","58.37","58.37"
"13060","108","108","108","55.72","55.72","55.72"
"13069","107","107","107","63.93","63.93","63.93"
"13077","108","108","108","60.04","60.04","60.04"
"13078","110","110","110","67.49","67.49","67.49"
"13088","118","118","118","78.74","78.74","78.74"
"13092","108","108","108","59.1","59.1","59.1"
"13104","110","110","110","72.56","72.56","72.56"
"13113","110","110","110","52.99","52.99","52.99"
"13118","119","119","119","61.68","61.68","61.68"
"13119","109","109","109","56.02","56.02","56.02"
"13131","109","109","109","53.32","53.32","53.32"
"13133","110","110","110","48.78","48.78","48.78"
"13144","118","118","118","74.66","74.66","74.66"
"13185","110","110","110","56.78","56.78","56.78"
"13187","114","114","114","63.41","63.41","63.41"
"13193","109","109","109","63.54","63.54","63.54"
"13197","109.5","108","111","63.36","56.68","70.04"
"13200","108","108","108","62.65","62.65","62.65"
"13201","119","119","119","73.08","73.08","73.08"
"13219","109","109","109","60.1","60.1","60.1"
"13222","109","109","109","53.27","53.27","53.27"
"13229","111","111","111","62.81","62.81","62.81"
"13233","120","120","120","71.88","71.88","71.88"
"13252","110","110","110","65.91","65.91","65.91"
"13260","111","111","111","53.06","53.06","53.06"
"13267","110.5","110","111","57.93","56.45","59.41"
"13268","119","119","119","65.48","65.48","65.48"
"13319","120","120","120","73.27","73.27","73.27"
"13324","111","110","112","60.375","58.11","62.64"
"13328","111","111","111","55.11","55.11","55.11"
"13331","115","115","115","54.01","54.01","54.01"
"13334","109","109","109","59.23","59.23","59.23"
"13335","109","109","109","56.77","56.77","56.77"
"13343","121","121","121","79.48","79.48","79.48"
"13349","110","110","110","62.66","62.66","62.66"
"13361","112","112","112","57.93","57.93","57.93"
"13375","110","110","110","51.89","51.89","51.89"
"13391","111","111","111","57.01","57.01","57.01"
"13393","112","112","112","59.52","59.52","59.52"
"13394","120","120","120","67.95","67.95","67.95"
"13404","111","111","111","58.28","58.28","58.28"
"13411","112","112","112","53.45","53.45","53.45"
"13437","121","121","121","71.3","71.3","71.3"
"13451","122","122","122","80.89","80.89","80.89"
"13455","116","116","116","66.89","66.89","66.89"
"13462","113","113","113","57.39","57.39","57.39"
"13465","111","111","111","53.86","53.86","53.86"
"13471","110","110","110","58.29","58.29","58.29"
"13474","110","110","110","58.94","58.94","58.94"
"13477","112","112","112","51.61","51.61","51.61"
"13490","111","111","111","56.06","56.06","56.06"
"13492","113","113","113","60.7","60.7","60.7"
"13518","111","111","111","51.23","51.23","51.23"
"13521","121","121","121","66.31","66.31","66.31"
"13532","112","112","112","57.14","57.14","57.14"
"13536","113","113","113","57.09","57.09","57.09"
"13545","112","112","112","59.4","59.4","59.4"
"13555","123","123","123","90.1","90.1","90.1"
"13557","113","113","113","54.08","54.08","54.08"
"13560","122","122","122","64.51","64.51","64.51"
"13573","117","117","117","71.39","71.39","71.39"
"13597","111","111","111","66.31","66.31","66.31"
"13606","113","112","114","56.1","54.95","57.25"
"13607","111","111","111","57.63","57.63","57.63"
"13618","114","114","114","63.53","63.53","63.53"
"13621","113","113","113","59.39","59.39","59.39"
"13629","112","112","112","54.68","54.68","54.68"
"13639","122","122","122","70.99","70.99","70.99"
"13658","112","112","112","58.31","58.31","58.31"
"13661","124","124","124","87.04","87.04","87.04"
"13670","113","113","113","56.57","56.57","56.57"
"13674","114","114","114","55.88","55.88","55.88"
"13683","113","113","113","58.83","58.83","58.83"
"13685","123","123","123","64.17","64.17","64.17"
"13702","114","114","114","55","55","55"
"13706","118","118","118","57.75","57.75","57.75"
"13733","112","112","112","58.56","58.56","58.56"
"13741","115","115","115","60.07","60.07","60.07"
"13751","112","112","112","52.5","52.5","52.5"
"13752","114","114","114","62.29","62.29","62.29"
"13755","115","115","115","58.04","58.04","58.04"
"13757","113","113","113","49.01","49.01","49.01"
"13760","123","123","123","70.93","70.93","70.93"
"13764","125","125","125","85.34","85.34","85.34"
"13768","113","113","113","56.8","56.8","56.8"
"13781","113","113","113","69.8","69.8","69.8"
"13802","115","115","115","63.63","63.63","63.63"
"13810","124","124","124","65.19","65.19","65.19"
"13813","114","114","114","55.59","55.59","55.59"
"13824","114","114","114","58.71","58.71","58.71"
"13827","119","119","119","73.15","73.15","73.15"
"13835","115","115","115","56.68","56.68","56.68"
"13869","126","126","126","87.14","87.14","87.14"
"13873","113","113","113","56.59","56.59","56.59"
"13874","116","116","116","62.34","62.34","62.34"
"13878","124","124","124","69.52","69.52","69.52"
"13881","116","116","116","64.77","64.77","64.77"
"13888","115","115","115","59.61","59.61","59.61"
"13897","113","113","113","54.97","54.97","54.97"
"13898","114","114","114","56.33","56.33","56.33"
"13902","114","114","114","64.97","64.97","64.97"
"13913","114","114","114","53.6","53.6","53.6"
"13934","120.5","116","125","63.64","60.36","66.92"
"13941","120","120","120","77.15","77.15","77.15"
"13948","115","115","115","58.72","58.72","58.72"
"13963","115","115","115","53.25","53.25","53.25"
"13975","127","127","127","86.81","86.81","86.81"
"13986","116","116","116","53.02","53.02","53.02"
"13995","117","117","117","71.23","71.23","71.23"
"13999","125","125","125","69.61","69.61","69.61"
"14009","114","114","114","59.21","59.21","59.21"
"14011","117","117","117","63.89","63.89","63.89"
"14025","116","116","116","58.98","58.98","58.98"
"14038","114","114","114","55.35","55.35","55.35"
"14049","115","115","115","54.26","51.11","57.41"
"14051","115","115","115","56.03","56.03","56.03"
"14054","121","121","121","75.67","75.67","75.67"
"14074","117","117","117","56.25","56.25","56.25"
"14080","121","116","126","59.855000000000004","54.96","64.75"
"14083","128","128","128","81.25","81.25","81.25"
"14101","116","116","116","58.16","58.16","58.16"
"14123","126","126","126","64.18","64.18","64.18"
"14130","117","117","117","56.97","56.97","56.97"
"14132","118","118","118","60.2","60.2","60.2"
"14134","118","118","118","64.95","64.95","64.95"
"14142","115","115","115","62.8","62.8","62.8"
"14159","122","122","122","82.77","82.77","82.77"
"14165","117","117","117","57.96","57.96","57.96"
"14176","116","116","116","65.59","65.59","65.59"
"14183","115","115","115","51.71","51.71","51.71"
"14193","122.5","116","129","67.12","55.49","78.75"
"14201","116","116","116","50.2","50.2","50.2"
"14212","117","117","117","60.34","60.34","60.34"
"14214","118","118","118","53.07","53.07","53.07"
"14215","127","127","127","55.9","55.9","55.9"
"14235","117","117","117","61.71","61.71","61.71"
"14247","127","127","127","66.51","66.51","66.51"
"14262","119","119","119","63.21","63.21","63.21"
"14264","119","119","119","61.96","61.96","61.96"
"14271","116","116","116","61.37","61.37","61.37"
"14272","118","118","118","56.85","56.85","56.85"
"14283","123","123","123","63.45","63.45","63.45"
"14294","118","118","118","59.23","59.23","59.23"
"14316","130","130","130","64.4","64.4","64.4"
"14317","117","117","117","60.22","55.54","64.9"
"14324","116","116","116","57.88","57.88","57.88"
"14334","128","128","128","74.43","74.43","74.43"
"14342","118","118","118","62.57","62.57","62.57"
"14356","119","119","119","55.23","55.23","55.23"
"14360","117","117","117","48.39","48.39","48.39"
"14374","128","128","128","61.68","61.68","61.68"
"14378","118","118","118","55.09","55.09","55.09"
"14396","118.5","117","120","62.38","62.02","62.74"
"14403","119.5","119","120","59.025000000000006","57.49","60.56"
"14415","124","124","124","59.58","59.58","59.58"
"14418","119","119","119","66.13","66.13","66.13"
"14424","131","131","131","79.85","79.85","79.85"
"14457","118","118","118","56.16","56.16","56.16"
"14460","129","129","129","64.17","64.17","64.17"
"14461","118","118","118","56.74","56.74","56.74"
"14465","118","117","119","61.44","57.67","65.21"
"14501","129","129","129","62.9","62.9","62.9"
"14507","120","120","120","54.25","54.25","54.25"
"14517","118","118","118","50.87","50.87","50.87"
"14526","120.33333333333333","119","121","61.19333333333333","54.42","66.66"
"14529","132","132","132","84.56","84.56","84.56"
"14534","118","118","118","58.83","58.83","58.83"
"14544","120","120","120","55.98","55.98","55.98"
"14556","120","120","120","58.28","58.28","58.28"
"14560","125","125","125","54.38","54.38","54.38"
"14573","130","130","130","79.89","79.89","79.89"
"14577","120","120","120","74.89","74.89","74.89"
"14600","118","118","118","60.28","60.28","60.28"
"14602","119","119","119","55.48","55.48","55.48"
"14604","119","119","119","55.77","55.77","55.77"
"14634","130","130","130","60.62","60.62","60.62"
"14644","133","133","133","73.22","73.22","73.22"
"14650","122","122","122","65.02","65.02","65.02"
"14658","120","119","121","58.59","51.17","66.01"
"14659","122","122","122","58.77","58.77","58.77"
"14668","119","119","119","52.43","52.43","52.43"
"14674","120","120","120","53.5","53.5","53.5"
"14683","131","131","131","76.33","76.33","76.33"
"14685","121","121","121","79.12","79.12","79.12"
"14686","121","121","121","60.57","60.57","60.57"
"14699","126","126","126","55.25","55.25","55.25"
"14706","121","121","121","52.39","52.39","52.39"
"14740","119","119","119","59.63","59.63","59.63"
"14746","120","120","120","57.83","57.83","57.83"
"14751","120","120","120","52.63","52.63","52.63"
"14763","134","134","134","74.06","74.06","74.06"
"14764","131","131","131","65.3","65.3","65.3"
"14776","123","123","123","67.96","67.96","67.96"
"14783","122","122","122","66.97","66.97","66.97"
"14794","122","122","122","78.24","78.24","78.24"
"14796","132","132","132","72.57","72.57","72.57"
"14801","123","123","123","56.18","56.18","56.18"
"14804","120","120","120","53.85","53.85","53.85"
"14806","121","121","121","61.42","61.42","61.42"
"14811","120","120","120","59.09","59.09","59.09"
"14830","122","122","122","55.71","55.71","55.71"
"14831","127","127","127","60.37","60.37","60.37"
"14865","122","122","122","46.15","46.15","46.15"
"14879","120","120","120","58.34","58.34","58.34"
"14889","132","132","132","68.11","68.11","68.11"
"14892","121","121","121","57.7","57.7","57.7"
"14897","121","121","121","54.98","54.98","54.98"
"14902","123","123","123","70.49","70.49","70.49"
"14909","123","123","123","74.94","74.94","74.94"
"14913","133","133","133","69.5","69.5","69.5"
"14943","122","122","122","59.11","59.11","59.11"
"14944","122.5","121","124","55.099999999999994","51.98","58.22"
"14959","124","121","128","58.446666666666665","51.1","62.33"
"15007","123","123","123","57.77","57.77","57.77"
"15008","133","133","133","71.13","71.13","71.13"
"15011","121","121","121","59.77","59.77","59.77"
"15021","124","124","124","77.15","77.15","77.15"
"15035","122","122","122","52.11","52.11","52.11"
"15036","124","124","124","57.6","57.6","57.6"
"15042","134","134","134","60.93","60.93","60.93"
"15050","122","122","122","50.87","50.87","50.87"
"15078","124","124","124","72.01","72.01","72.01"
"15081","122","122","122","57.64","57.64","57.64"
"15094","123","123","123","56.06","56.06","56.06"
"15096","125","125","125","52.24","52.24","52.24"
"15108","129","129","129","53.15","53.15","53.15"
"15111","122","122","122","51.31","51.31","51.31"
"15152","124","124","124","58.25","58.25","58.25"
"15159","122","122","122","54.67","54.67","54.67"
"15164","125","125","125","63.83","63.83","63.83"
"15178","135","135","135","56.62","56.62","56.62"
"15189","123","123","123","53.66","53.66","53.66"
"15193","123","123","123","53.95","53.95","53.95"
"15218","125","125","125","58.92","58.92","58.92"
"15225","123","123","123","56.18","56.18","56.18"
"15238","127","124","130","58.81","54.93","62.69"
"15240","126","126","126","55.59","55.59","55.59"
"15256","123","123","123","53.66","53.66","53.66"
"15299","125","125","125","52.73","52.73","52.73"
"15309","126","126","126","54.53","54.53","54.53"
"15310","123","123","123","54.83","54.83","54.83"
"15325","124","124","124","63.64","63.64","63.64"
"15329","124","124","124","56.02","56.02","56.02"
"15357","126","126","126","56.08","56.08","56.08"
"15358","131","131","131","70.29","70.29","70.29"
"15366","124","124","124","56.41","56.41","56.41"
"15381","125","125","125","57.19","57.19","57.19"
"15388","127","127","127","54.23","54.23","54.23"
"15405","124","124","124","51.07","51.07","51.07"
"15447","127","127","127","56.25","56.25","56.25"
"15449","126","126","126","51.74","51.74","51.74"
"15452","124","124","124","56.58","56.58","56.58"
"15467","125","125","125","55.2","55.2","55.2"
"15474","125","125","125","57.35","57.35","57.35"
"15490","129.5","127","132","58.650000000000006","57.7","59.6"
"15508","125","125","125","58.68","58.68","58.68"
"15530","128","128","128","59.66","59.66","59.66"
"15552","125","125","125","52.11","52.11","52.11"
"15580","128","128","128","60.93","60.93","60.93"
"15597","127","127","127","58.09","58.09","58.09"
"15599","125","125","125","54.83","54.83","54.83"
"15616","128","128","128","64.27","64.27","64.27"
"15617","126","126","126","57.43","57.43","57.43"
"15628","126","126","126","49.72","49.72","49.72"
"15629","133","133","133","55.46","55.46","55.46"
"15655","126","126","126","56.1","56.1","56.1"
"15660","129","129","129","65.49","65.49","65.49"
"15691","126","126","126","57.01","57.01","57.01"
"15737","129","129","129","48.94","48.94","48.94"
"15741","129","129","129","65.3","65.3","65.3"
"15743","126","126","126","56.48","56.48","56.48"
"15749","128","128","128","50.15","50.15","50.15"
"15755","127","127","127","58.47","58.47","58.47"
"15763","134","134","134","61.31","61.31","61.31"
"15790","128.5","127","130","54.245000000000005","47.95","60.54"
"15818","127","127","127","61.88","61.88","61.88"
"15858","130","130","130","66.83","66.83","66.83"
"15885","130","130","130","54.02","54.02","54.02"
"15891","127","127","127","54.6","54.6","54.6"
"15893","129","129","129","55.07","55.07","55.07"
"15895","128","128","128","57.31","57.31","57.31"
"15900","135","135","135","59.97","59.97","59.97"
"15929","131","131","131","57.67","57.67","57.67"
"15935","128","128","128","58.33","58.33","58.33"
"15954","128","128","128","55.98","55.98","55.98"
"15977","131","131","131","67.52","67.52","67.52"
"16032","132","128","136","57.05","55.76","58.34"
"16035","129","129","129","55.4","55.4","55.4"
"16037","130.5","130","131","54.035","53.31","54.76"
"16069","132","132","132","61.19","61.19","61.19"
"16087","129","129","129","49.53","49.53","49.53"
"16096","129","129","129","53.44","53.44","53.44"
"16101","132","132","132","67.72","67.72","67.72"
"16170","129","129","129","58.84","58.84","58.84"
"16176","131","131","131","60.59","60.59","60.59"
"16190","130","130","130","47.69","47.69","47.69"
"16204","133","133","133","59.02","59.02","59.02"
"16216","133","133","133","71.08","71.08","71.08"
"16234","130","130","130","54.76","54.76","54.76"
"16240","130","130","130","53.69","53.69","53.69"
"16307","131","130","132","58.225","56.46","59.99"
"16342","131","131","131","53.15","53.15","53.15"
"16345","134","134","134","60.69","60.69","60.69"
"16375","131","131","131","55.81","55.81","55.81"
"16441","131","131","131","58.93","58.93","58.93"
"16523","132","132","132","52.17","52.17","52.17"
